state,date,year,month,tanf_fams,population,percap_tanf_fams
Minnesota,2000-06-01 00:00:00,2000,6,39295.0,4933692,0.007964623653037116
Minnesota,2000-07-01 00:00:00,2000,7,39051.0,4933692,0.007915167789152626
Minnesota,2000-08-01 00:00:00,2000,8,38409.0,4933692,0.007785042114505729
Minnesota,2000-09-01 00:00:00,2000,9,39005.0,4933692,0.007905844142682599
Minnesota,2000-10-01 00:00:00,2000,10,38572.0,4933692,0.007818080253084303
Minnesota,2000-11-01 00:00:00,2000,11,37876.0,4933692,0.007677009428233461
Minnesota,2000-12-01 00:00:00,2000,12,37830.0,4933692,0.007667685781763434
Minnesota,2001-01-01 00:00:00,2001,1,38087.0,4982796,0.007643700444489399
Minnesota,2001-02-01 00:00:00,2001,2,37470.0,4982796,0.00751987438377971
Minnesota,2001-03-01 00:00:00,2001,3,38316.0,4982796,0.0076896585772325415
Minnesota,2001-04-01 00:00:00,2001,4,38570.0,4982796,0.0077406339733755904
Minnesota,2001-05-01 00:00:00,2001,5,38181.0,4982796,0.007662565354873047
Minnesota,2001-06-01 00:00:00,2001,6,39236.0,4982796,0.007874293870349098
Minnesota,2001-07-01 00:00:00,2001,7,39347.0,4982796,0.007896570519844682
Minnesota,2001-08-01 00:00:00,2001,8,39314.0,4982796,0.007889947732156805
Minnesota,2001-09-01 00:00:00,2001,9,39893.0,4982796,0.008006147552498637
Minnesota,2001-10-01 00:00:00,2001,10,34856.0,4982796,0.0069952693226854965
Minnesota,2001-11-01 00:00:00,2001,11,35266.0,4982796,0.007077552442443961
Minnesota,2001-12-01 00:00:00,2001,12,35131.0,4982796,0.0070504592200844665
Minnesota,2002-01-01 00:00:00,2002,1,35315.0,5018935,0.007036353329939519
Minnesota,2002-02-01 00:00:00,2002,2,35642.0,5018935,0.007101506594526528
Minnesota,2002-03-01 00:00:00,2002,3,35816.0,5018935,0.007136175304123285
Minnesota,2002-04-01 00:00:00,2002,4,36209.0,5018935,0.0072144787689021675
Minnesota,2002-05-01 00:00:00,2002,5,35892.0,5018935,0.007151317958889685
Minnesota,2002-06-01 00:00:00,2002,6,36244.0,5018935,0.00722145235991301
Minnesota,2002-07-01 00:00:00,2002,7,36170.0,5018935,0.007206708196061515
Minnesota,2002-08-01 00:00:00,2002,8,36842.0,5018935,0.00734060114346968
Minnesota,2002-09-01 00:00:00,2002,9,36927.0,5018935,0.007357537007353154
Minnesota,2002-10-01 00:00:00,2002,10,36421.0,5018935,0.007256718805882125
Minnesota,2002-11-01 00:00:00,2002,11,36645.0,5018935,0.007301349788351513
Minnesota,2002-12-01 00:00:00,2002,12,35969.0,5018935,0.007166659859113537
Minnesota,2003-01-01 00:00:00,2003,1,36241.0,5053572,0.007171363146700987
Minnesota,2003-02-01 00:00:00,2003,2,36143.0,5053572,0.007151970922745337
Minnesota,2003-03-01 00:00:00,2003,3,36257.0,5053572,0.007174529224081501
Minnesota,2003-04-01 00:00:00,2003,4,36920.0,5053572,0.007305723555536559
Minnesota,2003-05-01 00:00:00,2003,5,36863.0,5053572,0.007294444404868477
Minnesota,2003-06-01 00:00:00,2003,6,37097.0,5053572,0.007340748286558498
Minnesota,2003-07-01 00:00:00,2003,7,36814.0,5053572,0.0072847482928906524
Minnesota,2003-08-01 00:00:00,2003,8,36534.0,5053572,0.007229341938731653
Minnesota,2003-09-01 00:00:00,2003,9,36096.0,5053572,0.0071426705704400765
Minnesota,2003-10-01 00:00:00,2003,10,35541.0,5053572,0.00703284726130349
Minnesota,2003-11-01 00:00:00,2003,11,35273.0,5053572,0.006979815465179877
Minnesota,2003-12-01 00:00:00,2003,12,34571.0,5053572,0.006840903820109816
Minnesota,2004-01-01 00:00:00,2004,1,34920.0,5087713,0.006863594703553444
Minnesota,2004-02-01 00:00:00,2004,2,34235.0,5087713,0.006728956605846281
Minnesota,2004-03-01 00:00:00,2004,3,34621.0,5087713,0.006804825665284186
Minnesota,2004-04-01 00:00:00,2004,4,35073.0,5087713,0.006893667154574167
Minnesota,2004-05-01 00:00:00,2004,5,34738.0,5087713,0.006827822245476504
Minnesota,2004-06-01 00:00:00,2004,6,34532.0,5087713,0.006787332540180628
Minnesota,2004-07-01 00:00:00,2004,7,34104.0,5087713,0.006703208298109583
Minnesota,2004-08-01 00:00:00,2004,8,32906.0,5087713,0.00646773904109764
Minnesota,2004-09-01 00:00:00,2004,9,31568.0,5087713,0.006204752508641899
Minnesota,2004-10-01 00:00:00,2004,10,30892.0,5087713,0.006071883378641838
Minnesota,2004-11-01 00:00:00,2004,11,30065.0,5087713,0.005909334901555964
Minnesota,2004-12-01 00:00:00,2004,12,29531.0,5087713,0.005804376150934615
Minnesota,2005-01-01 00:00:00,2005,1,29496.0,5119598,0.005761389859125658
Minnesota,2005-02-01 00:00:00,2005,2,28664.0,5119598,0.005598877099334753
Minnesota,2005-03-01 00:00:00,2005,3,29249.0,5119598,0.005713143883562733
Minnesota,2005-04-01 00:00:00,2005,4,28977.0,5119598,0.005660014712092629
Minnesota,2005-05-01 00:00:00,2005,5,28704.0,5119598,0.005606690212786238
Minnesota,2005-06-01 00:00:00,2005,6,28412.0,5119598,0.0055496544845903915
Minnesota,2005-07-01 00:00:00,2005,7,28254.0,5119598,0.005518792686457023
Minnesota,2005-08-01 00:00:00,2005,8,27988.0,5119598,0.005466835482004642
Minnesota,2005-09-01 00:00:00,2005,9,27715.0,5119598,0.005413510982698251
Minnesota,2005-10-01 00:00:00,2005,10,27636.0,5119598,0.0053980800836315665
Minnesota,2005-11-01 00:00:00,2005,11,27466.0,5119598,0.005364874351462752
Minnesota,2005-12-01 00:00:00,2005,12,27549.0,5119598,0.005381086561874584
Minnesota,2006-01-01 00:00:00,2006,1,27629.0,5163555,0.005350770932041975
Minnesota,2006-02-01 00:00:00,2006,2,27205.0,5163555,0.005268656962112343
Minnesota,2006-03-01 00:00:00,2006,3,27738.0,5163555,0.00537188041959464
Minnesota,2006-04-01 00:00:00,2006,4,27745.0,5163555,0.005373236074758573
Minnesota,2006-05-01 00:00:00,2006,5,27456.0,5163555,0.005317266882990498
Minnesota,2006-06-01 00:00:00,2006,6,27721.0,5163555,0.005368588114196517
Minnesota,2006-07-01 00:00:00,2006,7,27207.0,5163555,0.005269044292159181
Minnesota,2006-08-01 00:00:00,2006,8,27058.0,5163555,0.005240188203669759
Minnesota,2006-09-01 00:00:00,2006,9,27335.0,5163555,0.005293833415156806
Minnesota,2006-10-01 00:00:00,2006,10,26892.0,5163555,0.005208039809782214
Minnesota,2006-11-01 00:00:00,2006,11,26501.0,5163555,0.005132316785625407
Minnesota,2006-12-01 00:00:00,2006,12,26448.0,5163555,0.005122052539384203
Minnesota,2007-01-01 00:00:00,2007,1,26442.0,5207203,0.005077966040501974
Minnesota,2007-02-01 00:00:00,2007,2,26168.0,5207203,0.005025346620825038
Minnesota,2007-03-01 00:00:00,2007,3,26513.0,5207203,0.00509160099961534
Minnesota,2007-04-01 00:00:00,2007,4,26833.0,5207203,0.005153054336464317
Minnesota,2007-05-01 00:00:00,2007,5,26530.0,5207203,0.005094865708135442
Minnesota,2007-06-01 00:00:00,2007,6,26646.0,5207203,0.005117142542743197
Minnesota,2007-07-01 00:00:00,2007,7,26317.0,5207203,0.005053960830795343
Minnesota,2007-08-01 00:00:00,2007,8,26408.0,5207203,0.00507143662346177
Minnesota,2007-09-01 00:00:00,2007,9,26642.0,5207203,0.005116374376032584
Minnesota,2007-10-01 00:00:00,2007,10,26393.0,5207203,0.005068555998296974
Minnesota,2007-11-01 00:00:00,2007,11,26707.0,5207203,0.005128857085080032
Minnesota,2007-12-01 00:00:00,2007,12,26387.0,5207203,0.005067403748231056
Minnesota,2008-01-01 00:00:00,2008,1,26401.0,5247018,0.005031619864845137
Minnesota,2008-02-01 00:00:00,2008,2,21572.0,5247018,0.00411128759230481
Minnesota,2008-03-01 00:00:00,2008,3,21564.0,5247018,0.004109762916765294
Minnesota,2008-04-01 00:00:00,2008,4,21497.0,5247018,0.004096993759121848
Minnesota,2008-05-01 00:00:00,2008,5,21618.0,5247018,0.004120054476657027
Minnesota,2008-06-01 00:00:00,2008,6,21510.0,5247018,0.0040994713568735614
Minnesota,2008-07-01 00:00:00,2008,7,21003.0,5247018,0.0040028450445567364
Minnesota,2008-08-01 00:00:00,2008,8,21018.0,5247018,0.004005703811193329
Minnesota,2008-09-01 00:00:00,2008,9,21015.0,5247018,0.00400513205786601
Minnesota,2008-10-01 00:00:00,2008,10,20663.0,5247018,0.003938046334127308
Minnesota,2008-11-01 00:00:00,2008,11,20960.0,5247018,0.003994649913531838
Minnesota,2008-12-01 00:00:00,2008,12,20875.0,5247018,0.003978450235924481
Minnesota,2009-01-01 00:00:00,2009,1,21676.0,5281203,0.004104367887392323
Minnesota,2009-02-01 00:00:00,2009,2,21443.0,5281203,0.004060249151566414
Minnesota,2009-03-01 00:00:00,2009,3,21785.0,5281203,0.004125007124323757
Minnesota,2009-04-01 00:00:00,2009,4,22247.0,5281203,0.004212487192785432
Minnesota,2009-05-01 00:00:00,2009,5,22266.0,5281203,0.004216084857938617
Minnesota,2009-06-01 00:00:00,2009,6,22376.0,5281203,0.004236913445667587
Minnesota,2009-07-01 00:00:00,2009,7,22142.0,5281203,0.004192605359044142
Minnesota,2009-08-01 00:00:00,2009,8,22427.0,5281203,0.004246570336341928
Minnesota,2009-09-01 00:00:00,2009,9,22407.0,5281203,0.004242783320391207
Minnesota,2009-10-01 00:00:00,2009,10,22602.0,5281203,0.004279706725910744
Minnesota,2009-11-01 00:00:00,2009,11,22652.0,5281203,0.004289174265787549
Minnesota,2009-12-01 00:00:00,2009,12,22366.0,5281203,0.004235019937692226
Minnesota,2010-01-01 00:00:00,2010,1,22866.0,5310934,0.004305457382825695
Minnesota,2010-02-01 00:00:00,2010,2,22427.0,5310934,0.004222797722585142
Minnesota,2010-03-01 00:00:00,2010,3,23103.0,5310934,0.004350082301907724
Minnesota,2010-04-01 00:00:00,2010,4,23353.0,5310934,0.004397155001361342
Minnesota,2010-05-01 00:00:00,2010,5,23297.0,5310934,0.004386610716683732
Minnesota,2010-06-01 00:00:00,2010,6,22980.0,5310934,0.004326922533776545
Minnesota,2010-07-01 00:00:00,2010,7,23268.0,5310934,0.004381150283547112
Minnesota,2010-08-01 00:00:00,2010,8,23185.0,5310934,0.0043655221473285115
Minnesota,2010-09-01 00:00:00,2010,9,23091.0,5310934,0.004347822812333951
Minnesota,2010-10-01 00:00:00,2010,10,23206.0,5310934,0.004369476254082615
Minnesota,2010-11-01 00:00:00,2010,11,23121.0,5310934,0.004353471536268385
Minnesota,2010-12-01 00:00:00,2010,12,22971.0,5310934,0.004325227916596215
Minnesota,2011-01-01 00:00:00,2011,1,23335.0,5346620,0.004364439589871732
Minnesota,2011-02-01 00:00:00,2011,2,23024.0,5346620,0.004306271999880298
Minnesota,2011-03-01 00:00:00,2011,3,23434.0,5346620,0.0043829559609622525
Minnesota,2011-04-01 00:00:00,2011,4,23310.0,5346620,0.004359763738586247
Minnesota,2011-05-01 00:00:00,2011,5,23203.0,5346620,0.004339751095084371
Minnesota,2011-06-01 00:00:00,2011,6,22909.0,5346620,0.004284763083967067
Minnesota,2011-07-01 00:00:00,2011,7,22738.0,5346620,0.00425278026117435
Minnesota,2011-08-01 00:00:00,2011,8,22693.0,5346620,0.0042443637288604764
Minnesota,2011-09-01 00:00:00,2011,9,22742.0,5346620,0.004253528397380027
Minnesota,2011-10-01 00:00:00,2011,10,22709.0,5346620,0.004247356273683187
Minnesota,2011-11-01 00:00:00,2011,11,22361.0,5346620,0.004182268423789235
Minnesota,2011-12-01 00:00:00,2011,12,22628.0,5346620,0.004232206515518215
Minnesota,2012-01-01 00:00:00,2012,1,22636.0,5377500,0.004209390980939098
Minnesota,2012-02-01 00:00:00,2012,2,22309.0,5377500,0.004148582054858205
Minnesota,2012-03-01 00:00:00,2012,3,22590.0,5377500,0.004200836820083682
Minnesota,2012-04-01 00:00:00,2012,4,22546.0,5377500,0.004192654579265458
Minnesota,2012-05-01 00:00:00,2012,5,22297.0,5377500,0.004146350534635053
Minnesota,2012-06-01 00:00:00,2012,6,22472.0,5377500,0.004178893537889354
Minnesota,2012-07-01 00:00:00,2012,7,22106.0,5377500,0.004110832171083217
Minnesota,2012-08-01 00:00:00,2012,8,21968.0,5377500,0.004085169688516969
Minnesota,2012-09-01 00:00:00,2012,9,22044.0,5377500,0.004099302649930265
Minnesota,2012-10-01 00:00:00,2012,10,21547.0,5377500,0.004006880520688052
Minnesota,2012-11-01 00:00:00,2012,11,21826.0,5377500,0.004058763365876337
Minnesota,2012-12-01 00:00:00,2012,12,21589.0,5377500,0.004014690841469084
Minnesota,2013-01-01 00:00:00,2013,1,21567.0,5414722,0.003983029969036268
Minnesota,2013-02-01 00:00:00,2013,2,21624.0,5414722,0.003993556825262682
Minnesota,2013-03-01 00:00:00,2013,3,21703.0,5414722,0.004008146678629115
Minnesota,2013-04-01 00:00:00,2013,4,21737.0,5414722,0.0040144258560273266
Minnesota,2013-05-01 00:00:00,2013,5,21414.0,5414722,0.003954773670744315
Minnesota,2013-06-01 00:00:00,2013,6,21410.0,5414722,0.003954034943991584
Minnesota,2013-07-01 00:00:00,2013,7,20924.0,5414722,0.0038642796435347927
Minnesota,2013-08-01 00:00:00,2013,8,21074.0,5414722,0.0038919818967621976
Minnesota,2013-09-01 00:00:00,2013,9,20806.0,5414722,0.0038424872043292344
Minnesota,2013-10-01 00:00:00,2013,10,20514.0,5414722,0.0037885601513798863
Minnesota,2013-11-01 00:00:00,2013,11,20630.0,5414722,0.003809983227209079
Minnesota,2013-12-01 00:00:00,2013,12,20421.0,5414722,0.0037713847543788953
Minnesota,2014-01-01 00:00:00,2014,1,20366.0,5452665,0.003735054326645778
Minnesota,2014-02-01 00:00:00,2014,2,20271.0,5452665,0.0037176316535125487
Minnesota,2014-03-01 00:00:00,2014,3,20144.0,5452665,0.0036943402904818104
Minnesota,2014-04-01 00:00:00,2014,4,20264.0,5452665,0.0037163478775974683
Minnesota,2014-05-01 00:00:00,2014,5,20146.0,5452665,0.0036947070836004046
Minnesota,2014-06-01 00:00:00,2014,6,20106.0,5452665,0.0036873712212285186
Minnesota,2014-07-01 00:00:00,2014,7,19662.0,5452665,0.0036059431489005836
Minnesota,2014-08-01 00:00:00,2014,8,19711.0,5452665,0.003614929580306144
Minnesota,2014-09-01 00:00:00,2014,9,19595.0,5452665,0.0035936555794276745
Minnesota,2014-10-01 00:00:00,2014,10,19492.0,5452665,0.003574765733820068
Minnesota,2014-11-01 00:00:00,2014,11,19496.0,5452665,0.0035754993200572565
Minnesota,2014-12-01 00:00:00,2014,12,19055.0,5452665,0.0034946214374072127
Minnesota,2015-01-01 00:00:00,2015,1,19373.0,5484002,0.003532639120117024
Minnesota,2015-02-01 00:00:00,2015,2,18971.0,5484002,0.0034593349893016086
Minnesota,2015-03-01 00:00:00,2015,3,18867.0,5484002,0.003440370736553342
Minnesota,2015-04-01 00:00:00,2015,4,18981.0,5484002,0.003461158475142788
Minnesota,2015-05-01 00:00:00,2015,5,18720.0,5484002,0.0034135654946880036
Minnesota,2015-06-01 00:00:00,2015,6,18695.0,5484002,0.0034090067800850547
Minnesota,2015-07-01 00:00:00,2015,7,19547.0,5484002,0.003564367773753547
Minnesota,2015-08-01 00:00:00,2015,8,19579.0,5484002,0.0035702029284453217
Minnesota,2015-09-01 00:00:00,2015,9,19310.0,5484002,0.003521151159317593
Minnesota,2015-10-01 00:00:00,2015,10,19655.0,5484002,0.0035840614208382856
Minnesota,2015-11-01 00:00:00,2015,11,19697.0,5484002,0.0035917200613712393
Minnesota,2015-12-01 00:00:00,2015,12,19473.0,5484002,0.0035508739785288187
Minnesota,2016-01-01 00:00:00,2016,1,19480.0,5525360,0.0035255621353178796
Minnesota,2016-02-01 00:00:00,2016,2,19246.0,5525360,0.0034832119536102623
Minnesota,2016-03-01 00:00:00,2016,3,19169.0,5525360,0.0034692762100569014
Minnesota,2016-04-01 00:00:00,2016,4,19082.0,5525360,0.003453530629678428
Minnesota,2016-05-01 00:00:00,2016,5,18996.0,5525360,0.0034379660329824663
Minnesota,2016-06-01 00:00:00,2016,6,19160.0,5525360,0.0034676473569143005
Minnesota,2016-07-01 00:00:00,2016,7,19091.0,5525360,0.003455159482821029
Minnesota,2016-08-01 00:00:00,2016,8,19247.0,5525360,0.003483392937292774
Minnesota,2016-09-01 00:00:00,2016,9,19256.0,5525360,0.0034850217904353743
Minnesota,2016-10-01 00:00:00,2016,10,19316.0,5525360,0.0034958808113860454
Minnesota,2016-11-01 00:00:00,2016,11,19205.0,5525360,0.003475791622627304
Minnesota,2016-12-01 00:00:00,2016,12,19064.0,5525360,0.003450272923393227
Minnesota,2017-01-01 00:00:00,2017,1,19198.0,5569283,0.003447122367457355
Minnesota,2017-02-01 00:00:00,2017,2,19018.0,5569283,0.0034148022285813095
Minnesota,2017-03-01 00:00:00,2017,3,18897.0,5569283,0.003393075913003523
Minnesota,2017-04-01 00:00:00,2017,4,18776.0,5569283,0.003371349597425737
Minnesota,2017-05-01 00:00:00,2017,5,18753.0,5569283,0.0033672198019026865
Minnesota,2017-06-01 00:00:00,2017,6,18827.0,5569283,0.0033805069701072833
Minnesota,2017-07-01 00:00:00,2017,7,18551.0,5569283,0.00333094942383068
Minnesota,2017-08-01 00:00:00,2017,8,18518.0,5569283,0.003325024065036738
Minnesota,2017-09-01 00:00:00,2017,9,18519.0,5569283,0.0033252036213638272
Minnesota,2017-10-01 00:00:00,2017,10,18520.0,5569283,0.0033253831776909166
Minnesota,2017-11-01 00:00:00,2017,11,18229.0,5569283,0.003273132286507976
Minnesota,2017-12-01 00:00:00,2017,12,18130.0,5569283,0.003255356210126151
Minnesota,2018-01-01 00:00:00,2018,1,17986.0,5608762,0.003206768267221893
Minnesota,2018-02-01 00:00:00,2018,2,17733.0,5608762,0.0031616602736931963
Minnesota,2018-03-01 00:00:00,2018,3,17645.0,5608762,0.0031459705368136496
Minnesota,2018-04-01 00:00:00,2018,4,17511.0,5608762,0.003122079346565249
Minnesota,2018-05-01 00:00:00,2018,5,17365.0,5608762,0.003096048646742365
Minnesota,2018-06-01 00:00:00,2018,6,17409.0,5608762,0.003103893515182138
Minnesota,2018-07-01 00:00:00,2018,7,17230.0,5608762,0.003071979164029424
Minnesota,2018-08-01 00:00:00,2018,8,17052.0,5608762,0.00304024310534125
Minnesota,2018-09-01 00:00:00,2018,9,16973.0,5608762,0.003026158000642566
Minnesota,2018-10-01 00:00:00,2018,10,16737.0,5608762,0.0029840809790110546
Minnesota,2018-11-01 00:00:00,2018,11,16640.0,5608762,0.002966786609950645
Minnesota,2018-12-01 00:00:00,2018,12,16347.0,5608762,0.0029145469178403363
Minnesota,2019-01-01 00:00:00,2019,1,16086.0,5640053,0.00285210085791747
Minnesota,2019-02-01 00:00:00,2019,2,16152.0,5640053,0.0028638028756112753
Minnesota,2019-03-01 00:00:00,2019,3,15867.0,5640053,0.002813271435569843
Minnesota,2019-04-01 00:00:00,2019,4,15907.0,5640053,0.0028203635675054825
Minnesota,2019-05-01 00:00:00,2019,5,15859.0,5640053,0.002811853009182715
Minnesota,2019-06-01 00:00:00,2019,6,15731.0,5640053,0.0027891581869886684
Minnesota,2019-07-01 00:00:00,2019,7,15520.0,5640053,0.0027517471910281695
Minnesota,2019-08-01 00:00:00,2019,8,15441.0,5640053,0.0027377402304552814
Minnesota,2019-09-01 00:00:00,2019,9,15399.0,5640053,0.0027302934919228596
Minnesota,2019-10-01 00:00:00,2019,10,15237.0,5640053,0.002701570357583519
Minnesota,2019-11-01 00:00:00,2019,11,15087.0,5640053,0.0026749748628248707
Minnesota,2019-12-01 00:00:00,2019,12,14997.0,5640053,0.0026590175659696813
Minnesota,2020-01-01 00:00:00,2020,1,14941.0,5657342,0.002640992890300781
Minnesota,2020-02-01 00:00:00,2020,2,15062.0,5657342,0.002662381026284075
Minnesota,2020-03-01 00:00:00,2020,3,15137.0,5657342,0.002675638135364629
Minnesota,2020-04-01 00:00:00,2020,4,15679.0,5657342,0.002771442843653433
Minnesota,2020-05-01 00:00:00,2020,5,15947.0,5657342,0.002818814913434613
Minnesota,2020-06-01 00:00:00,2020,6,15243.0,5657342,0.002694374849531812
Minnesota,2020-07-01 00:00:00,2020,7,14671.0,5657342,0.002593267297610786
Minnesota,2020-08-01 00:00:00,2020,8,14455.0,5657342,0.0025550868234587906
Minnesota,2020-09-01 00:00:00,2020,9,14215.0,5657342,0.0025126640744010174
Mississippi,2000-01-01 00:00:00,2000,1,15051.0,2848353,0.0052841062887921545
Mississippi,2000-02-01 00:00:00,2000,2,14705.0,2848353,0.00516263258100383
Mississippi,2000-03-01 00:00:00,2000,3,14525.0,2848353,0.005099438166547475
Mississippi,2000-04-01 00:00:00,2000,4,14812.0,2848353,0.005200198149597329
Mississippi,2000-05-01 00:00:00,2000,5,14619.0,2848353,0.005132439694096904
Mississippi,2000-06-01 00:00:00,2000,6,14979.0,2848353,0.005258828523009613
Mississippi,2000-07-01 00:00:00,2000,7,14833.0,2848353,0.005207570831283904
Mississippi,2000-08-01 00:00:00,2000,8,14861.0,2848353,0.0052174010735326695
Mississippi,2000-09-01 00:00:00,2000,9,15492.0,2848353,0.005438932604210222
Mississippi,2000-10-01 00:00:00,2000,10,15526.0,2848353,0.005450869326940867
Mississippi,2000-11-01 00:00:00,2000,11,15359.0,2848353,0.005392238953528583
Mississippi,2000-12-01 00:00:00,2000,12,15825.0,2848353,0.005555842270954478
Mississippi,2001-01-01 00:00:00,2001,1,15192.0,2852994,0.005324932334242554
Mississippi,2001-02-01 00:00:00,2001,2,15282.0,2852994,0.005356478141909867
Mississippi,2001-03-01 00:00:00,2001,3,15213.0,2852994,0.00533229302269826
Mississippi,2001-04-01 00:00:00,2001,4,15424.0,2852994,0.0054062504162294064
Mississippi,2001-05-01 00:00:00,2001,5,15407.0,2852994,0.005400291763670025
Mississippi,2001-06-01 00:00:00,2001,6,15903.0,2852994,0.005574144214814332
Mississippi,2001-07-01 00:00:00,2001,7,15829.0,2852994,0.005548206550732318
Mississippi,2001-08-01 00:00:00,2001,8,16090.0,2852994,0.005639689392967528
Mississippi,2001-09-01 00:00:00,2001,9,16835.0,2852994,0.00590081857865807
Mississippi,2001-10-01 00:00:00,2001,10,16972.0,2852994,0.005948838308107203
Mississippi,2001-11-01 00:00:00,2001,11,17238.0,2852994,0.006042073695212818
Mississippi,2001-12-01 00:00:00,2001,12,17772.0,2852994,0.006229245487372213
Mississippi,2002-01-01 00:00:00,2002,1,17283.0,2858681,0.006045795246129246
Mississippi,2002-02-01 00:00:00,2002,2,17587.0,2858681,0.006152137996509579
Mississippi,2002-03-01 00:00:00,2002,3,17337.0,2858681,0.0060646850767889105
Mississippi,2002-04-01 00:00:00,2002,4,17148.0,2858681,0.005998570669480085
Mississippi,2002-05-01 00:00:00,2002,5,17135.0,2858681,0.00599402311765461
Mississippi,2002-06-01 00:00:00,2002,6,17505.0,2858681,0.0061234534388411995
Mississippi,2002-07-01 00:00:00,2002,7,17522.0,2858681,0.006129400237382205
Mississippi,2002-08-01 00:00:00,2002,8,18520.0,2858681,0.006478512292907113
Mississippi,2002-09-01 00:00:00,2002,9,19262.0,2858681,0.006738072558638057
Mississippi,2002-10-01 00:00:00,2002,10,19786.0,2858681,0.006921373878372578
Mississippi,2002-11-01 00:00:00,2002,11,20456.0,2858681,0.007155747703223969
Mississippi,2002-12-01 00:00:00,2002,12,20280.0,2858681,0.007094180847740618
Mississippi,2003-01-01 00:00:00,2003,1,20095.0,2868312,0.007005862681605069
Mississippi,2003-02-01 00:00:00,2003,2,19958.0,2868312,0.006958099397833988
Mississippi,2003-03-01 00:00:00,2003,3,19597.0,2868312,0.006832241401911647
Mississippi,2003-04-01 00:00:00,2003,4,19358.0,2868312,0.006748917133143117
Mississippi,2003-05-01 00:00:00,2003,5,19506.0,2868312,0.006800515425100198
Mississippi,2003-06-01 00:00:00,2003,6,19620.0,2868312,0.006840260055391464
Mississippi,2003-07-01 00:00:00,2003,7,19542.0,2868312,0.00681306636098165
Mississippi,2003-08-01 00:00:00,2003,8,19953.0,2868312,0.006956356212294896
Mississippi,2003-09-01 00:00:00,2003,9,19722.0,2868312,0.006875821040388912
Mississippi,2003-10-01 00:00:00,2003,10,19843.0,2868312,0.006918006130434904
Mississippi,2003-11-01 00:00:00,2003,11,20016.0,2868312,0.006978320350087438
Mississippi,2003-12-01 00:00:00,2003,12,19769.0,2868312,0.006892206984456363
Mississippi,2004-01-01 00:00:00,2004,1,19474.0,2889010,0.006740717408385571
Mississippi,2004-02-01 00:00:00,2004,2,19218.0,2889010,0.006652105738644034
Mississippi,2004-03-01 00:00:00,2004,3,18619.0,2889010,0.0064447682770222324
Mississippi,2004-04-01 00:00:00,2004,4,18476.0,2889010,0.006395270352127546
Mississippi,2004-05-01 00:00:00,2004,5,18410.0,2889010,0.0063724251560223055
Mississippi,2004-06-01 00:00:00,2004,6,18096.0,2889010,0.00626373740485495
Mississippi,2004-07-01 00:00:00,2004,7,18108.0,2889010,0.006267891076874085
Mississippi,2004-08-01 00:00:00,2004,8,17842.0,2889010,0.006175818013783268
Mississippi,2004-09-01 00:00:00,2004,9,17665.0,2889010,0.006114551351501033
Mississippi,2004-10-01 00:00:00,2004,10,17584.0,2889010,0.006086514065371875
Mississippi,2004-11-01 00:00:00,2004,11,17374.0,2889010,0.00601382480503702
Mississippi,2004-12-01 00:00:00,2004,12,17272.0,2889010,0.005978518592874376
Mississippi,2005-01-01 00:00:00,2005,1,16876.0,2905943,0.0058074091611569805
Mississippi,2005-02-01 00:00:00,2005,2,16212.0,2905943,0.005578911905704964
Mississippi,2005-03-01 00:00:00,2005,3,15763.0,2905943,0.005424400960376718
Mississippi,2005-04-01 00:00:00,2005,4,15403.0,2905943,0.005300516906215986
Mississippi,2005-05-01 00:00:00,2005,5,15241.0,2905943,0.005244769081843657
Mississippi,2005-06-01 00:00:00,2005,6,15389.0,2905943,0.005295699192998624
Mississippi,2005-07-01 00:00:00,2005,7,15431.0,2905943,0.005310152332650709
Mississippi,2005-08-01 00:00:00,2005,8,15346.0,2905943,0.005280901930973869
Mississippi,2005-09-01 00:00:00,2005,9,14828.0,2905943,0.005102646541931483
Mississippi,2005-10-01 00:00:00,2005,10,14832.0,2905943,0.005104023031422158
Mississippi,2005-11-01 00:00:00,2005,11,14691.0,2905943,0.005055501776875871
Mississippi,2005-12-01 00:00:00,2005,12,14636.0,2905943,0.005036575046379093
Mississippi,2006-01-01 00:00:00,2006,1,14180.0,2904978,0.0048812762093206905
Mississippi,2006-02-01 00:00:00,2006,2,13581.0,2904978,0.004675078434328935
Mississippi,2006-03-01 00:00:00,2006,3,13078.0,2904978,0.004501927381205641
Mississippi,2006-04-01 00:00:00,2006,4,12866.0,2904978,0.004428949203746121
Mississippi,2006-05-01 00:00:00,2006,5,12689.0,2904978,0.004368019310301145
Mississippi,2006-06-01 00:00:00,2006,6,12597.0,2904978,0.004336349535177203
Mississippi,2006-07-01 00:00:00,2006,7,12613.0,2904978,0.00434185732215528
Mississippi,2006-08-01 00:00:00,2006,8,12642.0,2904978,0.0043518401860530445
Mississippi,2006-09-01 00:00:00,2006,9,12594.0,2904978,0.004335316825118813
Mississippi,2006-10-01 00:00:00,2006,10,12306.0,2904978,0.004236176659513429
Mississippi,2006-11-01 00:00:00,2006,11,12273.0,2904978,0.0042248168488711445
Mississippi,2006-12-01 00:00:00,2006,12,12136.0,2904978,0.00417765642287136
Mississippi,2007-01-01 00:00:00,2007,1,11610.0,2928350,0.0039646900131473355
Mississippi,2007-02-01 00:00:00,2007,2,11420.0,2928350,0.003899807058582478
